tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,jpg_url,Guess_1,Guess_1-T/F,Guess_2,Guess_2-T/F,Guess_3,Guess_3-T/F,retweet_count,favorite_count,dog_stage
890006608113172480,2017-07-26,Twitter for iphone,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,True,13,10,Koda,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,True,Pomeranian,True,chow,True,6447,28014,None
889880896479866881,2017-07-25,Twitter for iphone,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,True,13,10,Bruno,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,True,Labrador_retriever,True,muzzle,False,4375,25460,None
889665388333682689,2017-07-25,Twitter for iphone,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,True,13,10,None,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,True,Cardigan,True,basenji,True,8787,43737,Puppo
889638837579907072,2017-07-25,Twitter for iphone,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,True,12,10,Ted,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,True,boxer,True,Staffordshire_bullterrier,True,3929,24587,None
889531135344209921,2017-07-24,Twitter for iphone,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,True,13,10,Stuart,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,True,Labrador_retriever,True,redbone,True,1982,13852,Puppo
889278841981685760,2017-07-24,Twitter for iphone,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,True,13,10,Oliver,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,True,borzoi,True,Saluki,True,4676,22945,None
888917238123831296,2017-07-23,Twitter for iphone,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,True,12,10,Jim,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,True,Tibetan_mastiff,True,Labrador_retriever,True,3937,26572,None
888804989199671297,2017-07-22,Twitter for iphone,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,True,13,10,Zeke,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,True,Labrador_retriever,True,English_setter,True,3723,23315,None
888554962724278272,2017-07-22,Twitter for iphone,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,True,13,10,Ralphus,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,True,Eskimo_dog,True,malamute,True,3040,17976,None
888078434458587136,2017-07-20,Twitter for iphone,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,True,12,10,Gerald,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,True,pug,True,bull_mastiff,True,3048,19879,None
887705289381826560,2017-07-19,Twitter for iphone,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,True,13,10,Jeffrey,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,True,redbone,True,Weimaraner,True,4742,27621,None
887473957103951883,2017-07-19,Twitter for iphone,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,True,13,10,Canela,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,True,Rhodesian_ridgeback,True,beagle,True,15790,62570,None
887343217045368832,2017-07-18,Twitter for iphone,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,True,13,10,None,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,True,sea_lion,False,Weimaraner,True,9256,30699,None
887101392804085760,2017-07-18,Twitter for iphone,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,True,12,10,None,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,True,Eskimo_dog,True,Staffordshire_bullterrier,True,5239,27972,None
886983233522544640,2017-07-17,Twitter for iphone,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,True,13,10,Maya,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,True,toy_terrier,True,can_opener,False,6710,31683,None
886736880519319552,2017-07-16,Twitter for iphone,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",True,13,10,Mingus,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,True,Great_Pyrenees,True,Dandie_Dinmont,True,2792,10898,None
886680336477933568,2017-07-16,Twitter for iphone,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,True,13,10,Derek,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,False,sports_car,False,car_wheel,False,3933,20514,None
886366144734445568,2017-07-15,Twitter for iphone,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,True,12,10,Roscoe,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,True,Chihuahua,True,Boston_bull,True,2782,19256,None
886258384151887873,2017-07-15,Twitter for iphone,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,True,13,10,Waffles,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,True,shower_cap,False,Siamese_cat,False,5557,25516,Pupper
885984800019947520,2017-07-14,Twitter for iphone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,True,12,10,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,True,Shih-Tzu,True,Bernese_mountain_dog,True,5896,29713,None
885528943205470208,2017-07-13,Twitter for iphone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,True,13,10,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,True,Labrador_retriever,True,kuvasz,True,5618,32776,None
885311592912609280,2017-07-13,Twitter for iphone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,True,13,10,Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,Labrador_retriever,True,seat_belt,False,pug,True,16237,0,None
885167619883638784,2017-07-12,Twitter for iphone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,True,13,10,None,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,True,Siberian_husky,True,Eskimo_dog,True,3842,19961,None
884925521741709313,2017-07-12,Twitter for iphone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",True,12,10,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,True,American_Staffordshire_terrier,True,Staffordshire_bullterrier,True,15854,70113,None
884876753390489601,2017-07-11,Twitter for iphone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,True,13,10,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,True,Norwich_terrier,True,Norfolk_terrier,True,4907,25374,None
884562892145688576,2017-07-11,Twitter for iphone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,True,13,10,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,True,French_bulldog,True,Brabancon_griffon,True,4127,22157,None
884441805382717440,2017-07-10,Twitter for iphone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",True,14,10,None,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,True,Cardigan,True,Chihuahua,True,5007,24746,None
884162670584377345,2017-07-09,Twitter for iphone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,True,12,10,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,True,malinois,True,Norwegian_elkhound,True,2630,18615,None
883838122936631299,2017-07-09,Twitter for iphone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,True,12,10,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,True,miniature_pinscher,True,kelpie,True,3001,19919,None
883482846933004288,2017-07-08,Twitter for iphone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",True,5,10,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,True,Labrador_retriever,True,kuvasz,True,8670,41760,None
883360690899218434,2017-07-07,Twitter for iphone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,True,13,10,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,True,Tibetan_mastiff,True,Newfoundland,True,3230,20679,None
883117836046086144,2017-07-07,Twitter for iphone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",True,13,10,None,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,True,Labrador_retriever,True,kuvasz,True,5830,33815,None
882992080364220416,2017-07-06,Twitter for iphone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,True,13,10,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,True,Siberian_husky,True,dingo,False,3407,21776,Doggo
882762694511734784,2017-07-06,Twitter for iphone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,True,12,10,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,True,Chesapeake_Bay_retriever,True,flat-coated_retriever,True,4289,25759,None
882627270321602560,2017-07-05,Twitter for iphone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,True,13,10,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,True,Chihuahua,True,Cardigan,True,5325,25578,None
882268110199369728,2017-07-04,Twitter for iphone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,True,13,10,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,True,Labrador_retriever,True,cocker_spaniel,True,10183,40831,None
882045870035918850,2017-07-04,Twitter for iphone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",True,13,10,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,False,dhole,False,golden_retriever,True,4276,26720,None
881906580714921986,2017-07-03,Twitter for iphone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,True,12,10,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,True,Chesapeake_Bay_retriever,True,koala,False,2992,22221,None
881666595344535552,2017-07-03,Twitter for iphone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,True,13,10,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,True,Afghan_hound,True,golden_retriever,True,9385,46232,Pupper
881268444196462592,2017-07-01,Twitter for iphone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,True,12,10,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,False,Indian_elephant,False,ibex,False,4663,21252,None
880935762899988482,2017-06-30,Twitter for iphone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,True,13,10,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street_sign,False,umbrella,False,traffic_light,False,2455,15612,None
880872448815771648,2017-06-30,Twitter for iphone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,True,12,10,None,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,True,Norwich_terrier,True,Chihuahua,True,3360,19442,None
880465832366813184,2017-06-29,Twitter for iphone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,True,12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,True,Labrador_retriever,True,cocker_spaniel,True,5467,25964,None
880221127280381952,2017-06-29,Twitter for iphone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,True,12,10,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,True,meerkat,False,clumber,True,3652,24576,None
880095782870896641,2017-06-28,Twitter for iphone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,True,11,10,None,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,True,Rhodesian_ridgeback,True,beagle,True,3823,25210,Pupper
879862464715927552,2017-06-28,Twitter for iphone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,True,13,10,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,True,beagle,True,cocker_spaniel,True,3064,20419,None
879492040517615616,2017-06-27,Twitter for iphone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,True,12,10,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,True,vizsla,True,bath_towel,False,2787,21445,None
879415818425184262,2017-06-26,Twitter for iphone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,True,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,True,Boston_bull,True,Cardigan,True,39292,96452,None
879376492567855104,2017-06-26,Twitter for iphone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,True,12,10,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,False,Labrador_retriever,True,Pembroke,True,2755,15402,None
879050749262655488,2017-06-25,Twitter for iphone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,True,11,10,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,False,window_screen,False,Egyptian_cat,False,4150,20583,None
879008229531029506,2017-06-25,Twitter for iphone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,True,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,True,miniature_pinscher,True,American_Staffordshire_terrier,True,2359,17369,None
878776093423087618,2017-06-25,Twitter for iphone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,True,13,10,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,True,whippet,True,Ibizan_hound,True,3617,17716,None
878281511006478336,2017-06-23,Twitter for iphone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",True,13,10,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,True,collie,True,Appenzeller,True,1125,7050,None
878057613040115712,2017-06-23,Twitter for iphone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,True,14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,True,Boston_bull,True,toy_terrier,True,6006,38479,None
877736472329191424,2017-06-22,Twitter for iphone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,True,13,10,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,True,Labrador_retriever,True,Weimaraner,True,16676,72257,None
877611172832227328,2017-06-21,Twitter for iphone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,True,14,10,None,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,True,golden_retriever,True,Irish_terrier,True,71,0,None
877556246731214848,2017-06-21,Twitter for iphone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,True,12,10,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,True,Welsh_springer_spaniel,True,bathtub,False,3352,20738,None
877316821321428993,2017-06-21,Twitter for iphone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",True,13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,True,Italian_greyhound,True,golden_retriever,True,4591,25081,None
877201837425926144,2017-06-20,Twitter for iphone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,True,12,10,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,True,Cardigan,True,basenji,True,4901,24785,None
876838120628539392,2017-06-19,Twitter for iphone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,True,12,10,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,True,redbone,True,Tibetan_mastiff,True,2941,18929,Puppo
876484053909872640,2017-06-18,Twitter for iphone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,True,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,True,Irish_terrier,True,chow,True,2089,17195,None
876120275196170240,2017-06-17,Twitter for iphone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",True,13,10,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,True,Saint_Bernard,True,Greater_Swiss_Mountain_dog,True,4113,25633,None
875747767867523072,2017-06-16,Twitter for iphone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",True,13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,True,Chesapeake_Bay_retriever,True,vizsla,True,3767,22990,None
875144289856114688,2017-06-15,Twitter for iphone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,True,13,10,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,True,Pembroke,True,dingo,False,4333,20071,None
875021211251597312,2017-06-14,Twitter for iphone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,True,12,10,None,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,True,Siberian_husky,True,Great_Pyrenees,True,4172,23396,None
874680097055178752,2017-06-13,Twitter for iphone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,True,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,True,Staffordshire_bullterrier,True,beagle,True,4102,25495,None
874296783580663808,2017-06-12,Twitter for iphone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,True,13,10,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,True,miniature_poodle,True,toy_poodle,True,3653,23876,Pupper
874057562936811520,2017-06-12,Twitter for iphone,"I can't believe this keeps happening. This, is a birb taking a bath. We only rate dogs. Please only send dogs. Thank you... 12/10 https://t.co/pwY9PQhtP2",True,12,10,None,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,True,black-and-tan_coonhound,True,Newfoundland,True,3525,20855,None
874012996292530176,2017-06-11,Twitter for iphone,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",True,13,10,Sebastian,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,True,Pembroke,True,kelpie,True,9039,31324,None
873580283840344065,2017-06-10,Twitter for iphone,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",True,13,10,None,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,True,Tibetan_mastiff,True,chow,True,3492,22225,None
873213775632977920,2017-06-09,Twitter for iphone,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",True,12,10,Sierra,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,True,bloodhound,True,Chesapeake_Bay_retriever,True,1404,6567,Pupper
872967104147763200,2017-06-09,Twitter for iphone,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,True,12,10,None,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,True,Chesapeake_Bay_retriever,True,German_short-haired_pointer,True,4793,25003,None
